output_filename,cubes,modr v L,core r cm,keff,keff unc,therm fis %
o_b8hcp-caseSC-c500-r82_77-d2o96_8-v3500.o,500.0,3500.0,82.76721,0.87286,0.00016,90.29
o_b8hcp-caseSC-c500-r83_53-d2o96_8-v3600.o,500.0,3600.0,83.53451,0.86858,0.00016,90.3
o_b8hcp-caseSC-c500-r84_29-d2o96_8-v3700.o,500.0,3700.0,84.28796,0.86476,0.00016,90.3
o_b8hcp-caseSC-c500-r85_03-d2o96_8-v3800.o,500.0,3800.0,85.02818,0.86103,0.00015,90.31
o_b8hcp-caseSC-c500-r86_47-d2o96_8-v4000.o,500.0,4000.0,86.47114,0.8529,0.00017,90.31
o_b8hcp-caseSC-c500-r87_17-d2o96_8-v4100.o,500.0,4100.0,87.1749,0.849,0.00014,90.3
o_b8hcp-caseSC-c500-r87_87-d2o96_8-v4200.o,500.0,4200.0,87.86748,0.84512,0.00018,90.29
o_b8hcp-caseSC-c550-r61_60-d2o96_8-v1400.o,550.0,1400.0,61.60122,0.93526,0.00014,88.12
o_b8hcp-caseSC-c550-r64_28-d2o96_8-v1600.o,550.0,1600.0,64.2792,0.93789,0.00015,88.71
o_b8hcp-caseSC-c550-r66_75-d2o96_8-v1800.o,550.0,1800.0,66.7509,0.93649,0.00016,89.14
o_b8hcp-caseSC-c550-r69_05-d2o96_8-v2000.o,550.0,2000.0,69.05197,0.9338,0.00018,89.46
o_b8hcp-caseSC-c550-r70_15-d2o96_8-v2100.o,550.0,2100.0,70.14712,0.93168,0.00015,89.59
o_b8hcp-caseSC-c550-r71_21-d2o96_8-v2200.o,550.0,2200.0,71.20912,0.92965,0.00015,89.71
o_b8hcp-caseSC-c550-r72_24-d2o96_8-v2300.o,550.0,2300.0,72.24034,0.92737,0.00017,89.82
o_b8hcp-caseSC-c550-r73_24-d2o96_8-v2400.o,550.0,2400.0,73.24294,0.92425,0.00014,89.89
o_b8hcp-caseSC-c550-r74_22-d2o96_8-v2500.o,550.0,2500.0,74.21881,0.92144,0.00016,89.97
o_b8hcp-caseSC-c550-r75_17-d2o96_8-v2600.o,550.0,2600.0,75.16968,0.91823,0.00015,90.04
o_b8hcp-caseSC-c550-r76_10-d2o96_8-v2700.o,550.0,2700.0,76.09707,0.9145,0.00015,90.09
o_b8hcp-caseSC-c550-r77_00-d2o96_8-v2800.o,550.0,2800.0,77.0024,0.91106,0.00014,90.14
o_b8hcp-caseSC-c550-r77_89-d2o96_8-v2900.o,550.0,2900.0,77.88693,0.90748,0.00017,90.2
o_b8hcp-caseSC-c550-r78_75-d2o96_8-v3000.o,550.0,3000.0,78.75181,0.90392,0.00017,90.23
o_b8hcp-caseSC-c550-r79_60-d2o96_8-v3100.o,550.0,3100.0,79.5981,0.90031,0.00015,90.26
o_b8hcp-caseSC-c550-r80_43-d2o96_8-v3200.o,550.0,3200.0,80.42677,0.89643,0.00014,90.3
o_b8hcp-caseSC-c550-r81_24-d2o96_8-v3300.o,550.0,3300.0,81.2387,0.89298,0.00019,90.32
o_b8hcp-caseSC-c550-r82_03-d2o96_8-v3400.o,550.0,3400.0,82.03472,0.88883,0.00017,90.33
o_b8hcp-caseSC-c550-r82_82-d2o96_8-v3500.o,550.0,3500.0,82.81559,0.88497,0.00016,90.35
o_b8hcp-caseSC-c550-r83_58-d2o96_8-v3600.o,550.0,3600.0,83.582,0.88084,0.00016,90.37
o_b8hcp-caseSC-c550-r84_33-d2o96_8-v3700.o,550.0,3700.0,84.33461,0.87696,0.00014,90.38
o_b8hcp-caseSC-c550-r85_07-d2o96_8-v3800.o,550.0,3800.0,85.07402,0.87337,0.00017,90.37
o_b8hcp-caseSC-c550-r86_52-d2o96_8-v4000.o,550.0,4000.0,86.51546,0.86516,0.00016,90.38
o_b8hcp-caseSC-c550-r87_22-d2o96_8-v4100.o,550.0,4100.0,87.21851,0.86143,0.00017,90.38
o_b8hcp-caseSC-c550-r87_91-d2o96_8-v4200.o,550.0,4200.0,87.91041,0.85714,0.00017,90.36
o_b8hcp-caseSC-c600-r61_69-d2o96_8-v1400.o,600.0,1400.0,61.68848,0.9418,0.00017,88.09
o_b8hcp-caseSC-c600-r64_36-d2o96_8-v1600.o,600.0,1600.0,64.35935,0.94503,0.00015,88.68
o_b8hcp-caseSC-c600-r66_83-d2o96_8-v1800.o,600.0,1800.0,66.82523,0.94454,0.00015,89.13
o_b8hcp-caseSC-c600-r69_12-d2o96_8-v2000.o,600.0,2000.0,69.12143,0.94217,0.00016,89.47
o_b8hcp-caseSC-c600-r70_21-d2o96_8-v2100.o,600.0,2100.0,70.21444,0.94058,0.00016,89.61
o_b8hcp-caseSC-c600-r71_27-d2o96_8-v2200.o,600.0,2200.0,71.27444,0.93797,0.00017,89.71
o_b8hcp-caseSC-c600-r72_30-d2o96_8-v2300.o,600.0,2300.0,72.30382,0.93595,0.00015,89.81
o_b8hcp-caseSC-c600-r73_30-d2o96_8-v2400.o,600.0,2400.0,73.30469,0.93277,0.00017,89.92
o_b8hcp-caseSC-c600-r74_28-d2o96_8-v2500.o,600.0,2500.0,74.27896,0.93007,0.00014,89.99
o_b8hcp-caseSC-c600-r75_23-d2o96_8-v2600.o,600.0,2600.0,75.22831,0.92688,0.00016,90.06
o_b8hcp-caseSC-c600-r76_15-d2o96_8-v2700.o,600.0,2700.0,76.15429,0.92417,0.00017,90.14
o_b8hcp-caseSC-c600-r77_06-d2o96_8-v2800.o,600.0,2800.0,77.05828,0.9207,0.00014,90.18
o_b8hcp-caseSC-c600-r77_94-d2o96_8-v2900.o,600.0,2900.0,77.94155,0.91684,0.00015,90.23
o_b8hcp-caseSC-c600-r78_81-d2o96_8-v3000.o,600.0,3000.0,78.80524,0.91343,0.00016,90.27
o_b8hcp-caseSC-c600-r79_65-d2o96_8-v3100.o,600.0,3100.0,79.6504,0.90993,0.00015,90.31
o_b8hcp-caseSC-c600-r80_48-d2o96_8-v3200.o,600.0,3200.0,80.47799,0.90649,0.00016,90.34
o_b8hcp-caseSC-c600-r81_29-d2o96_8-v3300.o,600.0,3300.0,81.28891,0.90268,0.00014,90.36
o_b8hcp-caseSC-c600-r82_08-d2o96_8-v3400.o,600.0,3400.0,82.08396,0.89903,0.00015,90.38
o_b8hcp-caseSC-c600-r82_86-d2o96_8-v3500.o,600.0,3500.0,82.8639,0.89515,0.00015,90.41
o_b8hcp-caseSC-c600-r83_63-d2o96_8-v3600.o,600.0,3600.0,83.62943,0.89137,0.00016,90.41
o_b8hcp-caseSC-c600-r84_38-d2o96_8-v3700.o,600.0,3700.0,84.3812,0.88769,0.00015,90.42
o_b8hcp-caseSC-c600-r85_12-d2o96_8-v3800.o,600.0,3800.0,85.1198,0.88398,0.00015,90.44
o_b8hcp-caseSC-c600-r86_56-d2o96_8-v4000.o,600.0,4000.0,86.55973,0.87606,0.00016,90.45
o_b8hcp-caseSC-c600-r87_26-d2o96_8-v4100.o,600.0,4100.0,87.26208,0.87235,0.00015,90.44
o_b8hcp-caseSC-c600-r87_95-d2o96_8-v4200.o,600.0,4200.0,87.95329,0.86797,0.00016,90.45
o_b8hcp-caseSC-c664-r61_80-d2o96_8-v1400.o,664.0,1400.0,61.7998,0.94914,0.00016,88.09
o_b8hcp-caseSC-c664-r64_46-d2o96_8-v1600.o,664.0,1600.0,64.46165,0.95234,0.00015,88.67
o_b8hcp-caseSC-c664-r66_92-d2o96_8-v1800.o,664.0,1800.0,66.92014,0.95225,0.00015,89.14
o_b8hcp-caseSC-c664-r69_21-d2o96_8-v2000.o,664.0,2000.0,69.21015,0.94954,0.00018,89.49
o_b8hcp-caseSC-c664-r70_30-d2o96_8-v2100.o,664.0,2100.0,70.30043,0.94824,0.00015,89.63
o_b8hcp-caseSC-c664-r71_36-d2o96_8-v2200.o,664.0,2200.0,71.35789,0.94598,0.00014,89.75
o_b8hcp-caseSC-c664-r72_38-d2o96_8-v2300.o,664.0,2300.0,72.38491,0.9437,0.00015,89.85
o_b8hcp-caseSC-c664-r73_38-d2o96_8-v2400.o,664.0,2400.0,73.38359,0.94095,0.00016,89.95
o_b8hcp-caseSC-c664-r74_36-d2o96_8-v2500.o,664.0,2500.0,74.3558,0.938,0.00015,90.03
o_b8hcp-caseSC-c664-r75_30-d2o96_8-v2600.o,664.0,2600.0,75.30323,0.935,0.00017,90.1
o_b8hcp-caseSC-c664-r76_23-d2o96_8-v2700.o,664.0,2700.0,76.2274,0.93197,0.00016,90.18
o_b8hcp-caseSC-c664-r77_13-d2o96_8-v2800.o,664.0,2800.0,77.12969,0.92817,0.00015,90.21
o_b8hcp-caseSC-c664-r78_01-d2o96_8-v2900.o,664.0,2900.0,78.01135,0.92503,0.00014,90.27
o_b8hcp-caseSC-c664-r78_87-d2o96_8-v3000.o,664.0,3000.0,78.87352,0.92139,0.00017,90.31
o_b8hcp-caseSC-c664-r79_72-d2o96_8-v3100.o,664.0,3100.0,79.71724,0.91753,0.00014,90.35
o_b8hcp-caseSC-c664-r80_54-d2o96_8-v3200.o,664.0,3200.0,80.54347,0.91407,0.00015,90.38
o_b8hcp-caseSC-c664-r81_35-d2o96_8-v3300.o,664.0,3300.0,81.35309,0.91028,0.00014,90.42
o_b8hcp-caseSC-c664-r82_15-d2o96_8-v3400.o,664.0,3400.0,82.1469,0.90668,0.00016,90.44
o_b8hcp-caseSC-c664-r82_93-d2o96_8-v3500.o,664.0,3500.0,82.92567,0.90278,0.00016,90.46
o_b8hcp-caseSC-c664-r83_69-d2o96_8-v3600.o,664.0,3600.0,83.69007,0.89881,0.00016,90.46
o_b8hcp-caseSC-c664-r84_44-d2o96_8-v3700.o,664.0,3700.0,84.44076,0.89527,0.00014,90.47
o_b8hcp-caseSC-c664-r85_18-d2o96_8-v3800.o,664.0,3800.0,85.17834,0.8914,0.00015,90.49
o_b8hcp-caseSC-c664-r86_62-d2o96_8-v4000.o,664.0,4000.0,86.61634,0.88371,0.00015,90.51
o_b8hcp-caseSC-c664-r87_32-d2o96_8-v4100.o,664.0,4100.0,87.31778,0.87962,0.00015,90.5
o_b8hcp-caseSC-c664-r88_01-d2o96_8-v4200.o,664.0,4200.0,88.00812,0.87579,0.00015,90.49
o_b8hcp-caseSC-c700-r61_86-d2o96_8-v1400.o,700.0,1400.0,61.86225,0.95047,0.00018,87.8
o_b8hcp-caseSC-c700-r64_52-d2o96_8-v1600.o,700.0,1600.0,64.51905,0.95544,0.00016,88.48
o_b8hcp-caseSC-c700-r66_97-d2o96_8-v1800.o,700.0,1800.0,66.9734,0.95686,0.00015,88.97
o_b8hcp-caseSC-c700-r69_26-d2o96_8-v2000.o,700.0,2000.0,69.25996,0.95561,0.00015,89.34
o_b8hcp-caseSC-c700-r70_35-d2o96_8-v2100.o,700.0,2100.0,70.3487,0.9541,0.00017,89.5
o_b8hcp-caseSC-c700-r71_40-d2o96_8-v2200.o,700.0,2200.0,71.40475,0.95272,0.00015,89.63
o_b8hcp-caseSC-c700-r72_43-d2o96_8-v2300.o,700.0,2300.0,72.43045,0.95052,0.00015,89.73
o_b8hcp-caseSC-c700-r73_43-d2o96_8-v2400.o,700.0,2400.0,73.42789,0.94903,0.00014,89.86
o_b8hcp-caseSC-c700-r74_40-d2o96_8-v2500.o,700.0,2500.0,74.39895,0.94632,0.00016,89.94
o_b8hcp-caseSC-c700-r75_35-d2o96_8-v2600.o,700.0,2600.0,75.34531,0.94342,0.00015,90.03
o_b8hcp-caseSC-c700-r76_27-d2o96_8-v2700.o,700.0,2700.0,76.26846,0.9408,0.00017,90.1
o_b8hcp-caseSC-c700-r77_17-d2o96_8-v2800.o,700.0,2800.0,77.1698,0.93795,0.00015,90.17
o_b8hcp-caseSC-c700-r78_05-d2o96_8-v2900.o,700.0,2900.0,78.05056,0.93459,0.00016,90.21
o_b8hcp-caseSC-c700-r78_91-d2o96_8-v3000.o,700.0,3000.0,78.91188,0.93146,0.00015,90.27
o_b8hcp-caseSC-c700-r79_75-d2o96_8-v3100.o,700.0,3100.0,79.75479,0.92844,0.00015,90.31
o_b8hcp-caseSC-c700-r80_58-d2o96_8-v3200.o,700.0,3200.0,80.58025,0.92472,0.00016,90.35
o_b8hcp-caseSC-c700-r81_39-d2o96_8-v3300.o,700.0,3300.0,81.38914,0.92196,0.00015,90.4
o_b8hcp-caseSC-c700-r82_18-d2o96_8-v3400.o,700.0,3400.0,82.18227,0.91818,0.00015,90.41
o_b8hcp-caseSC-c700-r82_96-d2o96_8-v3500.o,700.0,3500.0,82.96037,0.9145,0.00014,90.45
o_b8hcp-caseSC-c700-r83_72-d2o96_8-v3600.o,700.0,3600.0,83.72414,0.91113,0.00014,90.47
o_b8hcp-caseSC-c700-r84_47-d2o96_8-v3700.o,700.0,3700.0,84.47423,0.9075,0.00017,90.49
o_b8hcp-caseSC-c700-r85_21-d2o96_8-v3800.o,700.0,3800.0,85.21123,0.90384,0.00018,90.51
o_b8hcp-caseSC-c700-r86_65-d2o96_8-v4000.o,700.0,4000.0,86.64815,0.89669,0.00015,90.53
o_b8hcp-caseSC-c700-r87_35-d2o96_8-v4100.o,700.0,4100.0,87.34908,0.89283,0.00016,90.54
o_b8hcp-caseSC-c700-r88_04-d2o96_8-v4200.o,700.0,4200.0,88.03893,0.8898,0.00017,90.53
o_b8hcp-caseSC-c750-r61_95-d2o96_8-v1400.o,750.0,1400.0,61.94877,0.94852,0.00016,87.14
o_b8hcp-caseSC-c750-r64_60-d2o96_8-v1600.o,750.0,1600.0,64.59861,0.95727,0.00018,87.91
o_b8hcp-caseSC-c750-r67_05-d2o96_8-v1800.o,750.0,1800.0,67.04724,0.96087,0.00014,88.48
o_b8hcp-caseSC-c750-r69_33-d2o96_8-v2000.o,750.0,2000.0,69.32901,0.96223,0.00016,88.95
o_b8hcp-caseSC-c750-r70_42-d2o96_8-v2100.o,750.0,2100.0,70.41563,0.96284,0.00015,89.13
o_b8hcp-caseSC-c750-r71_47-d2o96_8-v2200.o,750.0,2200.0,71.46972,0.96216,0.00015,89.31
o_b8hcp-caseSC-c750-r72_49-d2o96_8-v2300.o,750.0,2300.0,72.4936,0.96108,0.00016,89.44
o_b8hcp-caseSC-c750-r73_49-d2o96_8-v2400.o,750.0,2400.0,73.48934,0.96042,0.00015,89.59
o_b8hcp-caseSC-c750-r74_46-d2o96_8-v2500.o,750.0,2500.0,74.45881,0.95849,0.00017,89.7
o_b8hcp-caseSC-c750-r75_40-d2o96_8-v2600.o,750.0,2600.0,75.40367,0.95717,0.00016,89.81
o_b8hcp-caseSC-c750-r76_33-d2o96_8-v2700.o,750.0,2700.0,76.32542,0.95565,0.00015,89.9
o_b8hcp-caseSC-c750-r77_23-d2o96_8-v2800.o,750.0,2800.0,77.22544,0.95347,0.00017,89.99
o_b8hcp-caseSC-c750-r78_10-d2o96_8-v2900.o,750.0,2900.0,78.10495,0.95088,0.00015,90.06
o_b8hcp-caseSC-c750-r78_97-d2o96_8-v3000.o,750.0,3000.0,78.96509,0.94847,0.00016,90.12
o_b8hcp-caseSC-c750-r79_81-d2o96_8-v3100.o,750.0,3100.0,79.80688,0.94617,0.00014,90.19
o_b8hcp-caseSC-c750-r80_63-d2o96_8-v3200.o,750.0,3200.0,80.63129,0.94362,0.00016,90.25
o_b8hcp-caseSC-c750-r81_44-d2o96_8-v3300.o,750.0,3300.0,81.43917,0.941,0.00015,90.3
o_b8hcp-caseSC-c750-r82_23-d2o96_8-v3400.o,750.0,3400.0,82.23133,0.93799,0.00017,90.34
o_b8hcp-caseSC-c750-r83_01-d2o96_8-v3500.o,750.0,3500.0,83.00852,0.93506,0.00016,90.38
o_b8hcp-caseSC-c750-r83_77-d2o96_8-v3600.o,750.0,3600.0,83.77142,0.93251,0.00014,90.42
o_b8hcp-caseSC-c750-r84_52-d2o96_8-v3700.o,750.0,3700.0,84.52067,0.92935,0.00013,90.45
o_b8hcp-caseSC-c750-r85_26-d2o96_8-v3800.o,750.0,3800.0,85.25687,0.92639,0.00016,90.5
o_b8hcp-caseSC-c750-r86_69-d2o96_8-v4000.o,750.0,4000.0,86.69229,0.92033,0.00014,90.53
o_b8hcp-caseSC-c750-r87_39-d2o96_8-v4100.o,750.0,4100.0,87.39251,0.91729,0.00016,90.55
o_b8hcp-caseSC-c750-r88_08-d2o96_8-v4200.o,750.0,4200.0,88.08169,0.91411,0.00016,90.56
o_b8hcp-caseSC-c800-r62_04-d2o96_8-v1400.o,800.0,1400.0,62.03505,0.94567,0.00015,86.55
o_b8hcp-caseSC-c800-r64_68-d2o96_8-v1600.o,800.0,1600.0,64.67797,0.95638,0.00015,87.43
o_b8hcp-caseSC-c800-r67_12-d2o96_8-v1800.o,800.0,1800.0,67.12092,0.96285,0.00016,88.09
o_b8hcp-caseSC-c800-r69_40-d2o96_8-v2000.o,800.0,2000.0,69.39792,0.96623,0.00016,88.59
o_b8hcp-caseSC-c800-r70_48-d2o96_8-v2100.o,800.0,2100.0,70.48244,0.96733,0.00016,88.83
o_b8hcp-caseSC-c800-r71_53-d2o96_8-v2200.o,800.0,2200.0,71.53457,0.9676,0.00016,89.01
o_b8hcp-caseSC-c800-r72_56-d2o96_8-v2300.o,800.0,2300.0,72.55663,0.96738,0.00015,89.19
o_b8hcp-caseSC-c800-r73_55-d2o96_8-v2400.o,800.0,2400.0,73.55068,0.96743,0.00017,89.32
o_b8hcp-caseSC-c800-r74_52-d2o96_8-v2500.o,800.0,2500.0,74.51857,0.96709,0.00015,89.46
o_b8hcp-caseSC-c800-r75_46-d2o96_8-v2600.o,800.0,2600.0,75.46194,0.96611,0.00017,89.57
o_b8hcp-caseSC-c800-r76_38-d2o96_8-v2700.o,800.0,2700.0,76.3823,0.96478,0.00014,89.71
o_b8hcp-caseSC-c800-r77_28-d2o96_8-v2800.o,800.0,2800.0,77.281,0.96356,0.00016,89.8
o_b8hcp-caseSC-c800-r78_16-d2o96_8-v2900.o,800.0,2900.0,78.15926,0.96153,0.00015,89.9
o_b8hcp-caseSC-c800-r79_02-d2o96_8-v3000.o,800.0,3000.0,79.01823,0.96007,0.00014,89.97
o_b8hcp-caseSC-c800-r79_86-d2o96_8-v3100.o,800.0,3100.0,79.85891,0.95787,0.00017,90.05
o_b8hcp-caseSC-c800-r80_68-d2o96_8-v3200.o,800.0,3200.0,80.68225,0.95593,0.00015,90.12
o_b8hcp-caseSC-c800-r81_49-d2o96_8-v3300.o,800.0,3300.0,81.48913,0.95416,0.00015,90.18
o_b8hcp-caseSC-c800-r82_28-d2o96_8-v3400.o,800.0,3400.0,82.28034,0.95166,0.00015,90.24
o_b8hcp-caseSC-c800-r83_06-d2o96_8-v3500.o,800.0,3500.0,83.05661,0.94942,0.00015,90.3
o_b8hcp-caseSC-c800-r83_82-d2o96_8-v3600.o,800.0,3600.0,83.81864,0.94711,0.00016,90.34
o_b8hcp-caseSC-c800-r84_57-d2o96_8-v3700.o,800.0,3700.0,84.56706,0.94434,0.00019,90.38
o_b8hcp-caseSC-c800-r85_30-d2o96_8-v3800.o,800.0,3800.0,85.30246,0.94175,0.00013,90.41
o_b8hcp-caseSC-c800-r86_74-d2o96_8-v4000.o,800.0,4000.0,86.73639,0.93679,0.00017,90.48
o_b8hcp-caseSC-c800-r87_44-d2o96_8-v4100.o,800.0,4100.0,87.4359,0.93398,0.00017,90.5
o_b8hcp-caseSC-c800-r88_12-d2o96_8-v4200.o,800.0,4200.0,88.1244,0.93126,0.00014,90.53
o_b8hcp-caseSC-c850-r62_12-d2o96_8-v1400.o,850.0,1400.0,62.12109,0.94495,0.00016,86.22
o_b8hcp-caseSC-c850-r64_76-d2o96_8-v1600.o,850.0,1600.0,64.75713,0.95683,0.00016,87.15
o_b8hcp-caseSC-c850-r67_19-d2o96_8-v1800.o,850.0,1800.0,67.19444,0.96491,0.00015,87.86
o_b8hcp-caseSC-c850-r69_47-d2o96_8-v2000.o,850.0,2000.0,69.4667,0.96948,0.00014,88.41
o_b8hcp-caseSC-c850-r70_55-d2o96_8-v2100.o,850.0,2100.0,70.54912,0.97115,0.00017,88.63
o_b8hcp-caseSC-c850-r71_60-d2o96_8-v2200.o,850.0,2200.0,71.59931,0.97192,0.00014,88.83
o_b8hcp-caseSC-c850-r72_62-d2o96_8-v2300.o,850.0,2300.0,72.61956,0.97242,0.00014,89.02
o_b8hcp-caseSC-c850-r73_61-d2o96_8-v2400.o,850.0,2400.0,73.61192,0.97248,0.00016,89.18
o_b8hcp-caseSC-c850-r74_58-d2o96_8-v2500.o,850.0,2500.0,74.57823,0.97201,0.00015,89.33
o_b8hcp-caseSC-c850-r75_52-d2o96_8-v2600.o,850.0,2600.0,75.52012,0.97148,0.00016,89.45
o_b8hcp-caseSC-c850-r76_44-d2o96_8-v2700.o,850.0,2700.0,76.43909,0.97071,0.00015,89.58
o_b8hcp-caseSC-c850-r77_34-d2o96_8-v2800.o,850.0,2800.0,77.33647,0.96964,0.00016,89.69
o_b8hcp-caseSC-c850-r78_21-d2o96_8-v2900.o,850.0,2900.0,78.2135,0.9686,0.00015,89.8
o_b8hcp-caseSC-c850-r79_07-d2o96_8-v3000.o,850.0,3000.0,79.07129,0.96707,0.00016,89.88
o_b8hcp-caseSC-c850-r79_91-d2o96_8-v3100.o,850.0,3100.0,79.91087,0.96542,0.00016,89.96
o_b8hcp-caseSC-c850-r80_73-d2o96_8-v3200.o,850.0,3200.0,80.73316,0.96367,0.00016,90.05
o_b8hcp-caseSC-c850-r81_54-d2o96_8-v3300.o,850.0,3300.0,81.53903,0.96187,0.00016,90.13
o_b8hcp-caseSC-c850-r82_33-d2o96_8-v3400.o,850.0,3400.0,82.32928,0.95978,0.00015,90.17
o_b8hcp-caseSC-c850-r83_10-d2o96_8-v3500.o,850.0,3500.0,83.10465,0.95792,0.00014,90.24
o_b8hcp-caseSC-c850-r83_87-d2o96_8-v3600.o,850.0,3600.0,83.86581,0.95573,0.00016,90.29
o_b8hcp-caseSC-c850-r84_61-d2o96_8-v3700.o,850.0,3700.0,84.6134,0.95359,0.00015,90.34
o_b8hcp-caseSC-c850-r85_35-d2o96_8-v3800.o,850.0,3800.0,85.34801,0.95123,0.00015,90.38
o_b8hcp-caseSC-c850-r86_78-d2o96_8-v4000.o,850.0,4000.0,86.78044,0.94643,0.00015,90.45
o_b8hcp-caseSC-c850-r87_48-d2o96_8-v4100.o,850.0,4100.0,87.47925,0.94391,0.00015,90.49
o_b8hcp-caseSC-c850-r88_17-d2o96_8-v4200.o,850.0,4200.0,88.16708,0.9411,0.00017,90.52
o_b8hcp-caseSC-c900-r62_21-d2o96_8-v1400.o,900.0,1400.0,62.20689,0.93936,0.00016,85.59
o_b8hcp-caseSC-c900-r64_84-d2o96_8-v1600.o,900.0,1600.0,64.8361,0.95357,0.00016,86.63
o_b8hcp-caseSC-c900-r67_27-d2o96_8-v1800.o,900.0,1800.0,67.26779,0.96336,0.00015,87.39
o_b8hcp-caseSC-c900-r69_54-d2o96_8-v2000.o,900.0,2000.0,69.53535,0.96973,0.00018,87.99
o_b8hcp-caseSC-c900-r70_62-d2o96_8-v2100.o,900.0,2100.0,70.61568,0.97226,0.00016,88.24
o_b8hcp-caseSC-c900-r71_66-d2o96_8-v2200.o,900.0,2200.0,71.66393,0.97364,0.00017,88.48
o_b8hcp-caseSC-c900-r72_68-d2o96_8-v2300.o,900.0,2300.0,72.68238,0.97524,0.00016,88.68
o_b8hcp-caseSC-c900-r73_67-d2o96_8-v2400.o,900.0,2400.0,73.67306,0.97605,0.00016,88.88
o_b8hcp-caseSC-c900-r74_64-d2o96_8-v2500.o,900.0,2500.0,74.6378,0.97667,0.00014,89.04
o_b8hcp-caseSC-c900-r75_58-d2o96_8-v2600.o,900.0,2600.0,75.57821,0.97679,0.00015,89.2
o_b8hcp-caseSC-c900-r76_50-d2o96_8-v2700.o,900.0,2700.0,76.49579,0.9763,0.00015,89.34
o_b8hcp-caseSC-c900-r77_39-d2o96_8-v2800.o,900.0,2800.0,77.39187,0.97609,0.00014,89.45
o_b8hcp-caseSC-c900-r78_27-d2o96_8-v2900.o,900.0,2900.0,78.26767,0.97535,0.00015,89.56
o_b8hcp-caseSC-c900-r79_12-d2o96_8-v3000.o,900.0,3000.0,79.12429,0.97451,0.00016,89.68
o_b8hcp-caseSC-c900-r79_96-d2o96_8-v3100.o,900.0,3100.0,79.96276,0.97371,0.00016,89.79
o_b8hcp-caseSC-c900-r80_78-d2o96_8-v3200.o,900.0,3200.0,80.784,0.97204,0.00017,89.87
o_b8hcp-caseSC-c900-r81_59-d2o96_8-v3300.o,900.0,3300.0,81.58887,0.97083,0.00015,89.94
o_b8hcp-caseSC-c900-r82_38-d2o96_8-v3400.o,900.0,3400.0,82.37817,0.96959,0.00014,90.02
o_b8hcp-caseSC-c900-r83_15-d2o96_8-v3500.o,900.0,3500.0,83.15263,0.96785,0.00016,90.08
o_b8hcp-caseSC-c900-r83_91-d2o96_8-v3600.o,900.0,3600.0,83.91293,0.96618,0.00014,90.17
o_b8hcp-caseSC-c900-r84_66-d2o96_8-v3700.o,900.0,3700.0,84.65969,0.96452,0.00016,90.21
o_b8hcp-caseSC-c900-r85_39-d2o96_8-v3800.o,900.0,3800.0,85.3935,0.96259,0.00013,90.28
o_b8hcp-caseSC-c900-r86_82-d2o96_8-v4000.o,900.0,4000.0,86.82444,0.95834,0.00016,90.36
o_b8hcp-caseSC-c900-r87_52-d2o96_8-v4100.o,900.0,4100.0,87.52256,0.95641,0.00013,90.39
o_b8hcp-caseSC-c900-r88_21-d2o96_8-v4200.o,900.0,4200.0,88.20971,0.95433,0.00016,90.44
o_b8hcp-caseSC-c950-r62_29-d2o96_8-v1400.o,950.0,1400.0,62.29246,0.92997,0.00016,84.8
o_b8hcp-caseSC-c950-r64_91-d2o96_8-v1600.o,950.0,1600.0,64.91488,0.94638,0.00017,85.93
o_b8hcp-caseSC-c950-r67_34-d2o96_8-v1800.o,950.0,1800.0,67.34099,0.9587,0.00016,86.8
o_b8hcp-caseSC-c950-r69_60-d2o96_8-v2000.o,950.0,2000.0,69.60385,0.9671,0.00015,87.48
o_b8hcp-caseSC-c950-r70_68-d2o96_8-v2100.o,950.0,2100.0,70.68211,0.97011,0.00017,87.76
o_b8hcp-caseSC-c950-r71_73-d2o96_8-v2200.o,950.0,2200.0,71.72843,0.97258,0.00014,88.03
o_b8hcp-caseSC-c950-r72_75-d2o96_8-v2300.o,950.0,2300.0,72.74509,0.97501,0.00017,88.25
o_b8hcp-caseSC-c950-r73_73-d2o96_8-v2400.o,950.0,2400.0,73.7341,0.97647,0.00014,88.46
o_b8hcp-caseSC-c950-r74_70-d2o96_8-v2500.o,950.0,2500.0,74.69727,0.97761,0.00015,88.65
o_b8hcp-caseSC-c950-r75_64-d2o96_8-v2600.o,950.0,2600.0,75.63622,0.97865,0.00015,88.83
o_b8hcp-caseSC-c950-r76_55-d2o96_8-v2700.o,950.0,2700.0,76.55242,0.97928,0.00017,88.99
o_b8hcp-caseSC-c950-r77_45-d2o96_8-v2800.o,950.0,2800.0,77.44719,0.97947,0.00015,89.13
o_b8hcp-caseSC-c950-r78_32-d2o96_8-v2900.o,950.0,2900.0,78.32176,0.97947,0.00017,89.27
o_b8hcp-caseSC-c950-r79_18-d2o96_8-v3000.o,950.0,3000.0,79.17722,0.97972,0.00016,89.39
o_b8hcp-caseSC-c950-r80_01-d2o96_8-v3100.o,950.0,3100.0,80.01458,0.97883,0.00015,89.5
o_b8hcp-caseSC-c950-r80_83-d2o96_8-v3200.o,950.0,3200.0,80.83477,0.97855,0.00015,89.61
o_b8hcp-caseSC-c950-r81_64-d2o96_8-v3300.o,950.0,3300.0,81.63865,0.97807,0.00016,89.71
o_b8hcp-caseSC-c950-r82_43-d2o96_8-v3400.o,950.0,3400.0,82.427,0.97684,0.00016,89.79
